Asset_ID,Hostname,IP_Address,Operating_System,Business_Owner,Environment,Severity,QID,CVE,Vulnerability_Title,CVSS_v3_Score,First_Detected,Last_Detected,Days_Open,Patch_Available,Exploit_Available,Threat_Intel_Flag,Risk_Score,Status,Remediation_Action,Due_Date,Scanner_Source
SRV-1230,WEB-PRODUCTION-0230,10.179.186.16,Windows Server 2019,Sarah OBrien,Test,High,353060,CVE-2023-3519,Citrix ADC RCE,9.8,2026-04-29,2026-07-26,108,No,Yes,Low,951,In Progress,Upgrade package,2026-09-24,Qualys
SRV-1231,WEB-UAT-0231,10.113.12.17,Windows Server 2022,Aoife Ryan,Production,Medium,375155,CVE-2020-1472,Zerologon,10.0,2026-07-12,2026-07-31,34,Yes,No,Low,1000,Mitigated,Apply vendor patch,2026-09-12,Qualys
SRV-1232,FILE-PRODUCTION-0232,10.215.212.143,RHEL 9,John Murphy,Production,Medium,182275,CVE-2021-44228,Log4Shell,10.0,2026-04-13,2026-08-04,124,No,No,High,1000,Open,Configuration fix,2026-09-05,Qualys
SRV-1233,APP-UAT-0233,10.104.210.61,Windows Server 2016,Niamh Murphy,Test,High,334932,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-06-04,2026-08-14,72,Yes,No,Medium,924,In Progress,Apply vendor patch,2026-09-16,Qualys
SRV-1234,WEB-PRODUCTION-0234,10.212.24.203,RHEL 9,Laura Smith,Dev,Medium,366515,CVE-2021-44228,Log4Shell,10.0,2026-07-19,2026-08-03,27,Yes,No,Medium,1000,In Progress,Apply vendor patch,2026-10-07,Qualys
SRV-1235,API-UAT-0235,10.184.169.94,Ubuntu 22.04,Niamh Murphy,Production,Medium,151085,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-22,2026-07-29,85,Yes,Yes,Medium,958,In Progress,Upgrade package,2026-09-20,Qualys
SRV-1236,FILE-PRODUCTION-0236,10.211.184.191,Ubuntu 22.04,Patrick Doyle,Production,High,233320,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-07-18,2026-08-14,28,Yes,Yes,High,721,In Progress,Deploy KB update,2026-09-14,Qualys
SRV-1237,FILE-PRODUCTION-0237,10.238.163.215,Ubuntu 22.04,Laura Smith,Production,Medium,336194,CVE-2023-3519,Citrix ADC RCE,9.8,2026-05-20,2026-08-12,87,No,Yes,Medium,1000,Open,Apply vendor patch,2026-09-20,Qualys
SRV-1238,APP-PRODUCTION-0238,10.188.209.33,Windows Server 2016,Patrick Doyle,Dev,Medium,364298,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-04-13,2026-07-17,124,No,No,Low,895,Mitigated,Deploy KB update,2026-09-02,Qualys
SRV-1239,APP-UAT-0239,10.155.180.227,Ubuntu 22.04,Sean Kelly,Dev,Medium,387208,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-05-31,2026-08-01,76,Yes,Yes,High,847,Open,Upgrade package,2026-09-28,Qualys
SRV-1240,APP-UAT-0240,10.182.30.195,Windows Server 2022,Sean Kelly,Test,Medium,399178,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-07-12,2026-07-24,34,No,No,Medium,1000,Open,Apply vendor patch,2026-08-17,Qualys
SRV-1241,DB-PRODUCTION-0241,10.74.175.65,Windows Server 2019,John Murphy,Dev,Critical,206955,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-02-24,2026-08-14,172,Yes,No,Medium,855,Open,Deploy KB update,2026-10-02,Qualys
SRV-1242,DB-PRODUCTION-0242,10.238.98.100,RHEL 8,Aoife Ryan,Production,High,106797,CVE-2021-44228,Log4Shell,10.0,2026-06-15,2026-07-30,61,Yes,Yes,Low,1000,In Progress,Deploy KB update,2026-10-13,Qualys
SRV-1243,API-PRODUCTION-0243,10.199.186.247,Windows Server 2019,Michael Byrne,Test,Medium,193022,CVE-2021-44228,Log4Shell,10.0,2026-03-02,2026-08-04,166,Yes,Yes,High,1000,Mitigated,Apply vendor patch,2026-09-09,Qualys
SRV-1244,APP-UAT-0244,10.2.85.120,Ubuntu 22.04,David Walsh,Production,High,180584,CVE-2020-1472,Zerologon,10.0,2026-03-25,2026-08-07,143,Yes,Yes,Low,966,Mitigated,Upgrade package,2026-09-16,Qualys
SRV-1245,DB-PRODUCTION-0245,10.245.48.134,Windows Server 2016,Sean Kelly,UAT,High,318067,CVE-2023-3519,Citrix ADC RCE,9.8,2026-05-15,2026-08-13,92,No,Yes,Medium,1000,Open,Deploy KB update,2026-09-27,Qualys
SRV-1246,API-UAT-0246,10.144.211.193,Ubuntu 22.04,John Murphy,Production,High,281407,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-05-31,2026-08-09,76,No,Yes,Low,1000,Mitigated,Deploy KB update,2026-08-18,Qualys
SRV-1247,FILE-UAT-0247,10.139.186.73,Windows Server 2016,Sean Kelly,Dev,Medium,369646,CVE-2021-44228,Log4Shell,10.0,2026-05-09,2026-07-17,98,No,No,High,964,In Progress,Deploy KB update,2026-09-05,Qualys
SRV-1248,API-PRODUCTION-0248,10.161.17.54,Ubuntu 22.04,Emma Kelly,Test,Critical,154487,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-07-21,2026-08-10,25,Yes,No,Low,798,Open,Deploy KB update,2026-08-17,Qualys
SRV-1249,WEB-PRODUCTION-0249,10.204.65.143,Windows Server 2016,Laura Smith,UAT,Medium,235606,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-08-05,2026-08-14,10,No,No,Medium,839,Mitigated,Configuration fix,2026-09-12,Qualys
SRV-1250,WEB-PRODUCTION-0250,10.194.191.150,Windows Server 2016,Sarah OBrien,Dev,Critical,363631,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-02-23,2026-08-12,173,Yes,No,Low,998,In Progress,Apply vendor patch,2026-09-03,Qualys
SRV-1251,WEB-UAT-0251,10.41.137.57,Windows Server 2019,Patrick Doyle,Dev,Medium,175537,CVE-2023-3519,Citrix ADC RCE,9.8,2026-05-09,2026-08-03,98,Yes,No,High,1000,Mitigated,Deploy KB update,2026-08-23,Qualys
SRV-1252,API-PRODUCTION-0252,10.79.54.192,Ubuntu 22.04,Aoife Ryan,UAT,Critical,316349,CVE-2020-1472,Zerologon,10.0,2026-03-15,2026-08-03,153,Yes,Yes,High,1000,Open,Upgrade package,2026-08-28,Qualys
SRV-1253,API-UAT-0253,10.166.141.19,Windows Server 2022,Sarah OBrien,Dev,Critical,151486,CVE-2020-1472,Zerologon,10.0,2026-03-22,2026-07-19,146,Yes,No,Medium,956,In Progress,Deploy KB update,2026-09-27,Qualys
SRV-1254,APP-UAT-0254,10.125.116.85,RHEL 9,Michael Byrne,UAT,High,396512,CVE-2021-44228,Log4Shell,10.0,2026-06-03,2026-07-27,73,Yes,No,Medium,958,Open,Apply vendor patch,2026-09-05,Qualys
SRV-1255,DB-PRODUCTION-0255,10.174.188.85,RHEL 8,Niamh Murphy,Test,Medium,288083,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-03-03,2026-08-02,165,Yes,No,Low,895,Open,Deploy KB update,2026-09-26,Qualys
SRV-1256,API-PRODUCTION-0256,10.68.188.227,Ubuntu 22.04,Sarah OBrien,Production,Critical,109767,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-04,2026-07-19,72,Yes,No,Low,717,Open,Apply vendor patch,2026-09-20,Qualys
SRV-1257,APP-UAT-0257,10.101.58.229,RHEL 9,Michael Byrne,UAT,High,343637,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-29,2026-07-31,139,Yes,No,Medium,1000,Mitigated,Apply vendor patch,2026-09-27,Qualys
SRV-1258,API-PRODUCTION-0258,10.115.41.46,RHEL 9,Laura Smith,UAT,Medium,353495,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-03-10,2026-07-25,158,Yes,Yes,High,881,In Progress,Deploy KB update,2026-08-20,Qualys
SRV-1259,API-UAT-0259,10.100.121.235,RHEL 8,John Murphy,Production,High,269906,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-08-04,2026-08-05,11,Yes,No,Low,956,In Progress,Deploy KB update,2026-09-09,Qualys
SRV-1260,API-UAT-0260,10.97.250.233,Windows Server 2019,Sean Kelly,Test,High,285020,CVE-2021-44228,Log4Shell,10.0,2026-03-17,2026-07-26,151,Yes,No,Medium,959,Mitigated,Apply vendor patch,2026-09-17,Qualys
SRV-1261,DB-PRODUCTION-0261,10.39.48.41,Windows Server 2022,Laura Smith,Production,High,220767,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-06-17,2026-08-13,59,No,No,Low,925,Open,Configuration fix,2026-09-28,Qualys
SRV-1262,FILE-PRODUCTION-0262,10.63.12.33,RHEL 9,Laura Smith,UAT,High,170634,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-03-16,2026-08-10,152,Yes,Yes,High,912,Open,Upgrade package,2026-10-14,Qualys
SRV-1263,WEB-UAT-0263,10.243.22.56,RHEL 8,Laura Smith,Test,High,352532,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-03,2026-07-27,104,Yes,Yes,Medium,932,Mitigated,Deploy KB update,2026-10-05,Qualys
SRV-1264,API-UAT-0264,10.43.186.176,Windows Server 2022,Niamh Murphy,Production,Medium,220488,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-29,2026-07-27,47,No,No,High,784,Open,Apply vendor patch,2026-08-28,Qualys
SRV-1265,APP-PRODUCTION-0265,10.46.122.231,RHEL 9,Laura Smith,Production,Medium,378622,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-07,2026-07-25,130,Yes,Yes,Medium,753,Mitigated,Deploy KB update,2026-10-12,Qualys
SRV-1266,FILE-UAT-0266,10.224.12.179,RHEL 9,Patrick Doyle,UAT,High,352771,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-08-14,2026-08-14,1,No,No,Low,766,Mitigated,Apply vendor patch,2026-09-12,Qualys
SRV-1267,DB-UAT-0267,10.66.49.2,Ubuntu 22.04,John Murphy,Production,High,372504,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-06-16,2026-07-17,60,Yes,No,Low,870,Open,Upgrade package,2026-09-11,Qualys
SRV-1268,DB-UAT-0268,10.219.138.109,RHEL 9,Aoife Ryan,Dev,Critical,308380,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-04-27,2026-07-26,110,Yes,No,Low,1000,Mitigated,Configuration fix,2026-08-27,Qualys
SRV-1269,API-UAT-0269,10.199.181.102,Ubuntu 22.04,David Walsh,Production,High,220466,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-04-13,2026-08-07,124,No,Yes,High,969,Open,Configuration fix,2026-10-05,Qualys
SRV-1270,WEB-PRODUCTION-0270,10.100.247.163,Windows Server 2016,Sarah OBrien,UAT,Medium,347290,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-10,2026-07-24,158,No,Yes,High,1000,In Progress,Deploy KB update,2026-09-08,Qualys
SRV-1271,API-UAT-0271,10.183.247.153,Windows Server 2016,David Walsh,Test,High,330147,CVE-2020-1472,Zerologon,10.0,2026-05-08,2026-07-17,99,Yes,Yes,Low,1000,Mitigated,Upgrade package,2026-08-28,Qualys
SRV-1272,APP-PRODUCTION-0272,10.173.10.93,Windows Server 2019,John Murphy,UAT,Medium,145530,CVE-2020-1472,Zerologon,10.0,2026-04-06,2026-07-30,131,Yes,No,Medium,1000,Mitigated,Configuration fix,2026-09-10,Qualys
SRV-1273,API-UAT-0273,10.186.213.144,RHEL 9,Aoife Ryan,Dev,High,244969,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-08-11,2026-08-15,4,Yes,Yes,Medium,711,In Progress,Apply vendor patch,2026-09-01,Qualys
SRV-1274,API-UAT-0274,10.88.243.30,RHEL 9,Michael Byrne,Dev,High,332138,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-07-18,2026-07-29,28,No,No,High,869,In Progress,Configuration fix,2026-09-28,Qualys
SRV-1275,DB-PRODUCTION-0275,10.98.163.202,Windows Server 2019,Emma Kelly,Dev,Medium,316229,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-08-07,2026-08-08,8,Yes,Yes,Low,844,In Progress,Deploy KB update,2026-09-03,Qualys
SRV-1276,APP-UAT-0276,10.81.91.56,RHEL 9,Michael Byrne,UAT,High,199702,CVE-2020-1472,Zerologon,10.0,2026-05-19,2026-08-13,88,No,Yes,High,1000,Mitigated,Deploy KB update,2026-10-10,Qualys
SRV-1277,API-UAT-0277,10.40.200.28,Windows Server 2016,Sarah OBrien,Test,High,103472,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-06-24,2026-07-20,52,Yes,No,Medium,961,Mitigated,Upgrade package,2026-09-16,Qualys
SRV-1278,API-UAT-0278,10.102.57.193,RHEL 9,David Walsh,Production,Medium,375636,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-11,2026-08-10,126,No,No,Low,797,Open,Upgrade package,2026-09-10,Qualys
SRV-1279,API-UAT-0279,10.81.177.3,Windows Server 2016,Emma Kelly,Test,Medium,152820,CVE-2023-3519,Citrix ADC RCE,9.8,2026-07-01,2026-08-01,45,Yes,No,Low,945,In Progress,Deploy KB update,2026-09-20,Qualys
SRV-1280,DB-UAT-0280,10.48.128.109,Windows Server 2019,Patrick Doyle,Dev,High,291406,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-04-16,2026-07-16,121,No,No,Medium,1000,Open,Deploy KB update,2026-09-21,Qualys
SRV-1281,APP-UAT-0281,10.220.98.51,Windows Server 2019,David Walsh,Test,High,105107,CVE-2021-44228,Log4Shell,10.0,2026-07-20,2026-07-23,26,Yes,No,Medium,984,Open,Upgrade package,2026-10-05,Qualys
SRV-1282,WEB-UAT-0282,10.26.177.42,Windows Server 2016,Emma Kelly,Dev,High,349843,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-03-24,2026-07-19,144,Yes,No,Low,902,In Progress,Upgrade package,2026-09-08,Qualys
SRV-1283,FILE-PRODUCTION-0283,10.90.223.174,RHEL 9,Emma Kelly,UAT,High,249216,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-06-10,2026-08-04,66,Yes,No,Low,932,Mitigated,Configuration fix,2026-10-04,Qualys
SRV-1284,DB-UAT-0284,10.162.245.38,Windows Server 2019,Aoife Ryan,Test,High,399702,CVE-2021-44228,Log4Shell,10.0,2026-07-25,2026-08-03,21,No,Yes,High,1000,Open,Upgrade package,2026-08-30,Qualys
SRV-1285,API-UAT-0285,10.70.228.114,Windows Server 2022,Laura Smith,Test,High,317049,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-06-01,2026-07-24,75,Yes,Yes,High,964,Open,Deploy KB update,2026-09-27,Qualys
SRV-1286,APP-PRODUCTION-0286,10.102.27.25,Windows Server 2016,Niamh Murphy,Production,Medium,113822,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-02-16,2026-07-23,180,No,Yes,High,940,In Progress,Deploy KB update,2026-08-21,Qualys
SRV-1287,APP-UAT-0287,10.114.161.33,Windows Server 2019,Sean Kelly,UAT,Medium,114979,CVE-2021-44228,Log4Shell,10.0,2026-05-07,2026-08-06,100,Yes,No,Medium,979,In Progress,Configuration fix,2026-10-10,Qualys
SRV-1288,API-PRODUCTION-0288,10.152.153.117,Ubuntu 22.04,Laura Smith,Test,Medium,374443,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-03-27,2026-08-01,141,Yes,No,Medium,717,Mitigated,Deploy KB update,2026-10-06,Qualys
SRV-1289,APP-UAT-0289,10.3.1.134,Windows Server 2019,Aoife Ryan,Dev,High,345994,CVE-2020-1472,Zerologon,10.0,2026-05-13,2026-08-02,94,Yes,No,Medium,983,In Progress,Apply vendor patch,2026-10-04,Qualys
SRV-1290,API-UAT-0290,10.49.106.226,RHEL 9,Patrick Doyle,Test,Medium,231017,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-03-15,2026-08-08,153,Yes,No,Medium,830,Open,Upgrade package,2026-08-21,Qualys
SRV-1291,DB-UAT-0291,10.167.191.137,Windows Server 2022,Patrick Doyle,UAT,High,135894,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-04-04,2026-07-22,133,Yes,Yes,Medium,908,Open,Configuration fix,2026-09-24,Qualys
SRV-1292,DB-PRODUCTION-0292,10.39.13.249,RHEL 9,John Murphy,UAT,High,153620,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-03-08,2026-07-31,160,Yes,No,High,854,Mitigated,Configuration fix,2026-10-01,Qualys
SRV-1293,APP-UAT-0293,10.108.80.202,RHEL 8,Aoife Ryan,Test,High,116639,CVE-2020-1472,Zerologon,10.0,2026-07-07,2026-08-15,39,Yes,Yes,High,1000,Open,Upgrade package,2026-10-04,Qualys
SRV-1294,DB-UAT-0294,10.213.4.32,Ubuntu 22.04,Emma Kelly,Test,Critical,332239,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-04-16,2026-08-10,121,Yes,Yes,High,854,In Progress,Apply vendor patch,2026-09-18,Qualys
SRV-1295,DB-UAT-0295,10.41.162.187,Windows Server 2016,Sean Kelly,Production,Medium,232808,CVE-2021-44228,Log4Shell,10.0,2026-04-15,2026-08-03,122,No,No,High,1000,In Progress,Apply vendor patch,2026-10-10,Qualys
SRV-1296,FILE-UAT-0296,10.4.43.204,Windows Server 2022,Laura Smith,Production,High,307517,CVE-2021-44228,Log4Shell,10.0,2026-07-17,2026-08-08,29,Yes,Yes,High,1000,Mitigated,Configuration fix,2026-09-29,Qualys
SRV-1297,FILE-PRODUCTION-0297,10.176.159.87,Ubuntu 22.04,John Murphy,Production,Critical,286393,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-07-23,2026-08-08,23,Yes,Yes,High,720,In Progress,Deploy KB update,2026-09-05,Qualys
SRV-1298,APP-PRODUCTION-0298,10.177.97.92,Ubuntu 22.04,David Walsh,Dev,Medium,120703,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-05-18,2026-07-21,89,No,No,Low,756,In Progress,Configuration fix,2026-08-28,Qualys
SRV-1299,FILE-UAT-0299,10.223.213.154,RHEL 9,David Walsh,Production,Critical,378468,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-05-17,2026-08-05,90,Yes,No,Medium,793,In Progress,Upgrade package,2026-09-14,Qualys
SRV-1300,APP-PRODUCTION-0300,10.159.220.94,RHEL 9,Emma Kelly,Dev,Medium,133209,CVE-2020-1472,Zerologon,10.0,2026-04-07,2026-08-03,130,No,Yes,Low,1000,Mitigated,Configuration fix,2026-10-04,Qualys
SRV-1301,DB-PRODUCTION-0301,10.25.134.169,Windows Server 2016,John Murphy,UAT,Critical,193658,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-03,2026-08-05,73,Yes,Yes,High,752,In Progress,Deploy KB update,2026-08-22,Qualys
SRV-1302,API-UAT-0302,10.13.94.57,RHEL 9,Sarah OBrien,Production,High,209438,CVE-2020-1472,Zerologon,10.0,2026-05-07,2026-07-25,100,No,Yes,Medium,1000,Mitigated,Apply vendor patch,2026-09-08,Qualys
SRV-1303,WEB-UAT-0303,10.136.11.188,Windows Server 2016,Michael Byrne,Production,Medium,213193,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-30,2026-07-20,107,Yes,Yes,Low,747,Open,Configuration fix,2026-08-28,Qualys
SRV-1304,APP-UAT-0304,10.192.28.197,Ubuntu 22.04,Laura Smith,Dev,High,340501,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-06-12,2026-07-28,64,No,Yes,High,940,Open,Configuration fix,2026-09-17,Qualys
SRV-1305,DB-UAT-0305,10.141.84.217,Windows Server 2022,Patrick Doyle,Test,Medium,269581,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-31,2026-07-27,137,Yes,Yes,Medium,986,Mitigated,Upgrade package,2026-09-08,Qualys
SRV-1306,WEB-UAT-0306,10.153.5.133,Windows Server 2019,Michael Byrne,Production,High,257461,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-05-05,2026-08-15,102,Yes,Yes,Medium,922,Open,Upgrade package,2026-10-13,Qualys
SRV-1307,APP-PRODUCTION-0307,10.10.118.92,Windows Server 2019,David Walsh,Dev,High,292457,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-03-21,2026-07-17,147,Yes,Yes,Medium,773,In Progress,Apply vendor patch,2026-09-21,Qualys
SRV-1308,DB-UAT-0308,10.45.125.212,Ubuntu 22.04,Laura Smith,Production,High,257492,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-06-20,2026-07-23,56,Yes,No,High,839,Open,Upgrade package,2026-09-07,Qualys
SRV-1309,APP-PRODUCTION-0309,10.163.200.162,RHEL 8,John Murphy,Dev,High,374927,CVE-2023-3519,Citrix ADC RCE,9.8,2026-07-15,2026-07-19,31,Yes,No,Low,1000,Mitigated,Deploy KB update,2026-09-05,Qualys
SRV-1310,FILE-UAT-0310,10.193.153.148,RHEL 9,Sarah OBrien,UAT,Medium,326458,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-07-06,2026-08-14,40,Yes,No,High,786,Open,Upgrade package,2026-08-21,Qualys
SRV-1311,DB-PRODUCTION-0311,10.103.129.112,Ubuntu 22.04,David Walsh,UAT,High,352141,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-08-02,2026-08-07,13,Yes,No,Medium,881,Mitigated,Deploy KB update,2026-09-20,Qualys
SRV-1312,WEB-UAT-0312,10.199.111.83,Ubuntu 22.04,Laura Smith,Production,Medium,158998,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-02,2026-08-08,135,No,No,Medium,731,In Progress,Deploy KB update,2026-09-05,Qualys
SRV-1313,DB-UAT-0313,10.160.38.113,Windows Server 2016,Emma Kelly,UAT,High,295989,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-08-08,2026-08-11,7,Yes,Yes,High,951,Mitigated,Apply vendor patch,2026-08-31,Qualys
SRV-1314,WEB-UAT-0314,10.116.121.6,Windows Server 2022,Emma Kelly,UAT,Medium,206850,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-02,2026-08-15,74,Yes,No,Low,743,Mitigated,Deploy KB update,2026-09-29,Qualys
SRV-1315,API-PRODUCTION-0315,10.66.44.16,Windows Server 2022,Emma Kelly,Dev,Medium,127831,CVE-2021-44228,Log4Shell,10.0,2026-05-10,2026-07-28,97,No,Yes,High,1000,In Progress,Upgrade package,2026-09-27,Qualys
SRV-1316,WEB-UAT-0316,10.223.227.167,RHEL 8,Emma Kelly,Test,Medium,366621,CVE-2023-3519,Citrix ADC RCE,9.8,2026-05-14,2026-07-19,93,Yes,No,Medium,943,Mitigated,Apply vendor patch,2026-08-27,Qualys
SRV-1317,WEB-PRODUCTION-0317,10.64.237.136,Windows Server 2022,Aoife Ryan,Test,High,306254,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-04-19,2026-07-29,118,Yes,Yes,Medium,951,Mitigated,Upgrade package,2026-09-07,Qualys
SRV-1318,DB-UAT-0318,10.228.209.254,Windows Server 2016,Sean Kelly,Dev,High,218270,CVE-2021-44228,Log4Shell,10.0,2026-04-08,2026-08-07,129,Yes,No,Medium,957,Mitigated,Deploy KB update,2026-08-21,Qualys
SRV-1319,APP-UAT-0319,10.62.147.40,RHEL 8,Michael Byrne,Dev,High,335494,CVE-2021-44228,Log4Shell,10.0,2026-02-22,2026-07-27,174,Yes,Yes,Low,1000,Open,Deploy KB update,2026-10-10,Qualys
SRV-1320,FILE-PRODUCTION-0320,10.168.239.145,Windows Server 2019,Aoife Ryan,Production,High,392206,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-04-02,2026-07-17,135,Yes,Yes,Medium,877,Open,Apply vendor patch,2026-10-03,Qualys
SRV-1321,DB-UAT-0321,10.191.240.211,Ubuntu 22.04,Michael Byrne,UAT,Medium,198531,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-05-01,2026-07-16,106,Yes,Yes,High,982,Open,Upgrade package,2026-09-23,Qualys
SRV-1322,WEB-UAT-0322,10.21.177.200,RHEL 8,David Walsh,Test,High,296062,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-03-15,2026-08-08,153,Yes,No,Medium,729,In Progress,Deploy KB update,2026-08-26,Qualys
SRV-1323,DB-UAT-0323,10.57.191.172,Windows Server 2019,Emma Kelly,Production,High,192839,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-02,2026-07-22,105,No,No,Low,861,In Progress,Configuration fix,2026-10-11,Qualys
SRV-1324,FILE-UAT-0324,10.101.157.241,Ubuntu 22.04,Laura Smith,Production,High,372970,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-08-04,2026-08-06,11,Yes,No,Medium,954,Open,Deploy KB update,2026-09-18,Qualys
SRV-1325,API-PRODUCTION-0325,10.49.75.113,RHEL 8,Michael Byrne,Dev,High,341878,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-08-04,2026-08-07,11,Yes,No,Medium,749,Mitigated,Apply vendor patch,2026-09-29,Qualys
SRV-1326,FILE-PRODUCTION-0326,10.185.129.29,Windows Server 2019,Laura Smith,UAT,Medium,306080,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-18,2026-07-20,119,No,No,Medium,782,Open,Deploy KB update,2026-09-14,Qualys
SRV-1327,WEB-UAT-0327,10.83.178.167,Ubuntu 22.04,David Walsh,Production,Medium,147810,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-24,2026-07-18,52,Yes,No,Low,758,In Progress,Apply vendor patch,2026-09-18,Qualys
SRV-1328,FILE-UAT-0328,10.12.197.44,Windows Server 2022,Laura Smith,UAT,High,184999,CVE-2021-44228,Log4Shell,10.0,2026-04-06,2026-07-27,131,Yes,Yes,Low,970,Open,Configuration fix,2026-09-04,Qualys
SRV-1329,APP-PRODUCTION-0329,10.231.34.246,Windows Server 2019,John Murphy,Dev,Medium,106400,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-04-22,2026-08-06,115,No,No,Medium,1000,Mitigated,Apply vendor patch,2026-09-23,Qualys
SRV-1330,FILE-UAT-0330,10.114.21.154,RHEL 9,John Murphy,UAT,High,386964,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-03-17,2026-07-25,151,Yes,Yes,High,890,Open,Deploy KB update,2026-08-19,Qualys
SRV-1331,API-UAT-0331,10.85.236.23,Windows Server 2016,Sarah OBrien,Test,High,193453,CVE-2021-44228,Log4Shell,10.0,2026-07-08,2026-07-19,38,Yes,No,Low,954,Mitigated,Deploy KB update,2026-09-14,Qualys
SRV-1332,DB-UAT-0332,10.95.230.98,Windows Server 2016,Patrick Doyle,Production,High,253528,CVE-2021-44228,Log4Shell,10.0,2026-08-05,2026-08-14,10,No,Yes,High,1000,Mitigated,Upgrade package,2026-09-06,Qualys
SRV-1333,API-PRODUCTION-0333,10.28.147.187,Ubuntu 22.04,Sean Kelly,Production,High,353578,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-22,2026-07-24,54,Yes,No,Low,726,In Progress,Upgrade package,2026-09-18,Qualys
SRV-1334,API-UAT-0334,10.134.187.162,RHEL 8,Niamh Murphy,UAT,Medium,222013,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-05-16,2026-07-17,91,Yes,Yes,High,716,Open,Apply vendor patch,2026-09-14,Qualys
